step,task,chosen,correct,regret
1252,B_goal_transfer,policy,1.0,0.0
1253,B_goal_transfer,protomem,1.0,0.0
1254,B_goal_transfer,protomem,1.0,0.0
1255,B_goal_transfer,policy,1.0,0.0
1256,B_goal_transfer,protomem,1.0,0.0
1257,B_goal_transfer,goalinfer,1.0,0.0
1258,B_goal_transfer,protomem,1.0,0.0
1259,B_goal_transfer,protomem,1.0,0.0
1260,C_dense_support,policy,1.0,0.0
1261,C_dense_support,protomem,1.0,0.0
1262,C_dense_support,policy,1.0,0.0
1263,C_dense_support,protomem,1.0,0.0
1264,C_dense_support,policy,1.0,0.0
1265,C_dense_support,policy,1.0,0.0
1266,C_dense_support,protomem,1.0,0.0
1267,C_dense_support,policy,1.0,0.0
1268,C_dense_support,goalinfer,1.0,0.0
1269,C_dense_support,protomem,1.0,0.0
1270,C_dense_support,protomem,1.0,0.0
1271,C_dense_support,protomem,1.0,0.0
1272,C_dense_support,protomem,1.0,0.0
1273,C_dense_support,paramcomp,1.0,0.0
1274,C_dense_support,policy,1.0,0.0
1275,C_dense_support,policy,1.0,0.0
1276,C_dense_support,policy,1.0,0.0
1277,C_dense_support,protomem,1.0,0.0
1278,C_dense_support,protomem,1.0,0.0
1279,C_dense_support,protomem,1.0,0.0
1280,C_dense_support,goalinfer,1.0,0.0
1281,C_dense_support,goalinfer,1.0,0.0
1282,C_dense_support,policy,1.0,0.0
1283,C_dense_support,policy,1.0,0.0
1284,C_dense_support,protomem,1.0,0.0
1285,C_dense_support,policy,1.0,0.0
1286,C_dense_support,protomem,1.0,0.0
1287,C_dense_support,policy,1.0,0.0
1288,C_dense_support,policy,1.0,0.0
1289,C_dense_support,protomem,1.0,0.0
1290,C_dense_support,goalinfer,1.0,0.0
1291,C_dense_support,policy,1.0,0.0
1292,C_dense_support,protomem,1.0,0.0
1293,C_dense_support,protomem,1.0,0.0
1294,C_dense_support,protomem,1.0,0.0
1295,C_dense_support,policy,1.0,0.0
1296,C_dense_support,policy,1.0,0.0
1297,C_dense_support,policy,1.0,0.0
1298,C_dense_support,protomem,1.0,0.0
1299,C_dense_support,goalinfer,1.0,0.0
1300,A_fixed_goal,goalinfer,1.0,0.0
1301,A_fixed_goal,policy,1.0,0.0
1302,A_fixed_goal,paramcomp,1.0,0.0
1303,A_fixed_goal,protomem,1.0,0.0
1304,A_fixed_goal,policy,1.0,0.0
1305,A_fixed_goal,goalinfer,1.0,0.0
1306,A_fixed_goal,policy,1.0,0.0
1307,A_fixed_goal,protomem,1.0,0.0
1308,A_fixed_goal,protomem,1.0,0.0
1309,A_fixed_goal,policy,1.0,0.0
1310,A_fixed_goal,protomem,1.0,0.0
1311,A_fixed_goal,protomem,1.0,0.0
1312,A_fixed_goal,policy,1.0,0.0
1313,A_fixed_goal,goalinfer,1.0,0.0
1314,A_fixed_goal,protomem,1.0,0.0
1315,A_fixed_goal,policy,1.0,0.0
1316,A_fixed_goal,protomem,1.0,0.0
1317,A_fixed_goal,policy,1.0,0.0
1318,A_fixed_goal,goalinfer,1.0,0.0
1319,A_fixed_goal,policy,1.0,0.0
1320,C_dense_support,protomem,1.0,0.0
1321,C_dense_support,policy,1.0,0.0
1322,C_dense_support,protomem,1.0,0.0
1323,C_dense_support,policy,1.0,0.0
1324,C_dense_support,policy,1.0,0.0
1325,C_dense_support,protomem,1.0,0.0
1326,C_dense_support,protomem,1.0,0.0
1327,C_dense_support,goalinfer,1.0,0.0
1328,C_dense_support,policy,1.0,0.0
1329,C_dense_support,protomem,1.0,0.0
1330,C_dense_support,policy,1.0,0.0
1331,C_dense_support,protomem,1.0,0.0
1332,C_dense_support,protomem,1.0,0.0
1333,C_dense_support,protomem,1.0,0.0
1334,C_dense_support,protomem,1.0,0.0
1335,C_dense_support,goalinfer,1.0,0.0
1336,C_dense_support,policy,1.0,0.0
1337,C_dense_support,protomem,1.0,0.0
1338,C_dense_support,goalinfer,1.0,0.0
1339,C_dense_support,protomem,1.0,0.0
1340,B_goal_transfer,protomem,1.0,0.0
1341,B_goal_transfer,policy,1.0,0.0
1342,B_goal_transfer,protomem,1.0,0.0
1343,B_goal_transfer,protomem,1.0,0.0
1344,B_goal_transfer,policy,1.0,0.0
1345,B_goal_transfer,protomem,1.0,0.0
1346,B_goal_transfer,policy,1.0,0.0
1347,B_goal_transfer,protomem,1.0,0.0
1348,B_goal_transfer,protomem,1.0,0.0
1349,B_goal_transfer,policy,1.0,0.0
1350,B_goal_transfer,policy,1.0,0.0
1351,B_goal_transfer,protomem,1.0,0.0
1352,B_goal_transfer,protomem,1.0,0.0
1353,B_goal_transfer,protomem,1.0,0.0
1354,B_goal_transfer,protomem,1.0,0.0
1355,B_goal_transfer,policy,1.0,0.0
1356,B_goal_transfer,policy,1.0,0.0
1357,B_goal_transfer,policy,1.0,0.0
1358,B_goal_transfer,policy,1.0,0.0
1359,B_goal_transfer,protomem,1.0,0.0
1360,C_dense_support,protomem,1.0,0.0
1361,C_dense_support,policy,1.0,0.0
1362,C_dense_support,protomem,1.0,0.0
1363,C_dense_support,policy,1.0,0.0
1364,C_dense_support,policy,1.0,0.0
1365,C_dense_support,protomem,1.0,0.0
1366,C_dense_support,protomem,1.0,0.0
1367,C_dense_support,goalinfer,1.0,0.0
1368,C_dense_support,policy,1.0,0.0
1369,C_dense_support,protomem,1.0,0.0
1370,C_dense_support,policy,1.0,0.0
1371,C_dense_support,protomem,1.0,0.0
1372,C_dense_support,protomem,1.0,0.0
1373,C_dense_support,protomem,1.0,0.0
1374,C_dense_support,protomem,1.0,0.0
1375,C_dense_support,goalinfer,1.0,0.0
1376,C_dense_support,policy,1.0,0.0
1377,C_dense_support,protomem,1.0,0.0
1378,C_dense_support,goalinfer,1.0,0.0
1379,C_dense_support,protomem,1.0,0.0
1380,A_fixed_goal,protomem,1.0,0.0
1381,A_fixed_goal,goalinfer,1.0,0.0
1382,A_fixed_goal,policy,1.0,0.0
1383,A_fixed_goal,protomem,1.0,0.0
1384,A_fixed_goal,protomem,1.0,0.0
1385,A_fixed_goal,protomem,1.0,0.0
1386,A_fixed_goal,policy,1.0,0.0
1387,A_fixed_goal,policy,1.0,0.0
1388,A_fixed_goal,policy,1.0,0.0
1389,A_fixed_goal,policy,1.0,0.0
1390,A_fixed_goal,protomem,1.0,0.0
1391,A_fixed_goal,policy,1.0,0.0
1392,A_fixed_goal,protomem,1.0,0.0
1393,A_fixed_goal,policy,1.0,0.0
1394,A_fixed_goal,protomem,1.0,0.0
1395,A_fixed_goal,policy,1.0,0.0
1396,A_fixed_goal,paramcomp,1.0,0.0
1397,A_fixed_goal,policy,1.0,0.0
1398,A_fixed_goal,policy,1.0,0.0
1399,A_fixed_goal,policy,1.0,0.0
1400,B_goal_transfer,protomem,1.0,0.0
1401,B_goal_transfer,policy,1.0,0.0
1402,B_goal_transfer,protomem,1.0,0.0
1403,B_goal_transfer,protomem,1.0,0.0
1404,B_goal_transfer,policy,1.0,0.0
1405,B_goal_transfer,policy,1.0,0.0
1406,B_goal_transfer,policy,1.0,0.0
1407,B_goal_transfer,protomem,1.0,0.0
1408,B_goal_transfer,policy,1.0,0.0
1409,B_goal_transfer,policy,1.0,0.0
1410,B_goal_transfer,protomem,1.0,0.0
1411,B_goal_transfer,policy,1.0,0.0
1412,B_goal_transfer,protomem,1.0,0.0
1413,B_goal_transfer,goalinfer,1.0,0.0
1414,B_goal_transfer,policy,1.0,0.0
1415,B_goal_transfer,protomem,1.0,0.0
1416,B_goal_transfer,protomem,1.0,0.0
1417,B_goal_transfer,protomem,1.0,0.0
1418,B_goal_transfer,protomem,1.0,0.0
1419,B_goal_transfer,policy,1.0,0.0
1420,D_hidden_goal,policy,0.0,1.0
1421,D_hidden_goal,protomem,1.0,0.0
1422,D_hidden_goal,protomem,1.0,0.0
1423,D_hidden_goal,policy,0.0,1.0
1424,D_hidden_goal,policy,0.0,1.0
1425,D_hidden_goal,policy,0.0,1.0
1426,D_hidden_goal,policy,0.0,1.0
1427,D_hidden_goal,policy,0.0,1.0
1428,D_hidden_goal,policy,0.0,1.0
1429,D_hidden_goal,policy,0.0,1.0
1430,D_hidden_goal,policy,0.0,1.0
1431,D_hidden_goal,policy,1.0,0.0
1432,D_hidden_goal,policy,0.0,1.0
1433,D_hidden_goal,policy,0.0,1.0
1434,D_hidden_goal,policy,0.0,1.0
1435,D_hidden_goal,policy,0.0,1.0
1436,D_hidden_goal,policy,0.0,1.0
1437,D_hidden_goal,policy,0.0,1.0
1438,D_hidden_goal,policy,0.0,1.0
1439,D_hidden_goal,policy,0.0,1.0
1440,C_dense_support,policy,1.0,0.0
1441,C_dense_support,protomem,1.0,0.0
1442,C_dense_support,policy,1.0,0.0
1443,C_dense_support,protomem,1.0,0.0
1444,C_dense_support,policy,1.0,0.0
1445,C_dense_support,protomem,1.0,0.0
1446,C_dense_support,policy,1.0,0.0
1447,C_dense_support,protomem,1.0,0.0
1448,C_dense_support,protomem,1.0,0.0
1449,C_dense_support,policy,1.0,0.0
1450,C_dense_support,policy,1.0,0.0
1451,C_dense_support,policy,1.0,0.0
1452,C_dense_support,protomem,1.0,0.0
1453,C_dense_support,protomem,1.0,0.0
1454,C_dense_support,protomem,1.0,0.0
1455,C_dense_support,protomem,1.0,0.0
1456,C_dense_support,protomem,1.0,0.0
1457,C_dense_support,goalinfer,1.0,0.0
1458,C_dense_support,policy,1.0,0.0
1459,C_dense_support,protomem,1.0,0.0
1460,B_goal_transfer,goalinfer,1.0,0.0
1461,B_goal_transfer,protomem,1.0,0.0
1462,B_goal_transfer,policy,1.0,0.0
1463,B_goal_transfer,protomem,1.0,0.0
1464,B_goal_transfer,protomem,1.0,0.0
1465,B_goal_transfer,protomem,1.0,0.0
1466,B_goal_transfer,policy,1.0,0.0
1467,B_goal_transfer,protomem,1.0,0.0
1468,B_goal_transfer,protomem,1.0,0.0
1469,B_goal_transfer,policy,1.0,0.0
1470,B_goal_transfer,protomem,1.0,0.0
1471,B_goal_transfer,protomem,1.0,0.0
1472,B_goal_transfer,policy,1.0,0.0
1473,B_goal_transfer,policy,1.0,0.0
1474,B_goal_transfer,protomem,1.0,0.0
1475,B_goal_transfer,policy,1.0,0.0
1476,B_goal_transfer,protomem,1.0,0.0
1477,B_goal_transfer,protomem,1.0,0.0
1478,B_goal_transfer,goalinfer,1.0,0.0
1479,B_goal_transfer,protomem,1.0,0.0
1480,B_goal_transfer,protomem,1.0,0.0
1481,B_goal_transfer,protomem,1.0,0.0
1482,B_goal_transfer,policy,1.0,0.0
1483,B_goal_transfer,policy,1.0,0.0
1484,B_goal_transfer,protomem,1.0,0.0
1485,B_goal_transfer,policy,1.0,0.0
1486,B_goal_transfer,policy,1.0,0.0
1487,B_goal_transfer,protomem,1.0,0.0
1488,B_goal_transfer,goalinfer,1.0,0.0
1489,B_goal_transfer,protomem,1.0,0.0
1490,B_goal_transfer,protomem,1.0,0.0
1491,B_goal_transfer,protomem,1.0,0.0
1492,B_goal_transfer,protomem,1.0,0.0
1493,B_goal_transfer,protomem,1.0,0.0
1494,B_goal_transfer,policy,1.0,0.0
1495,B_goal_transfer,protomem,1.0,0.0
1496,B_goal_transfer,protomem,1.0,0.0
1497,B_goal_transfer,protomem,1.0,0.0
1498,B_goal_transfer,policy,1.0,0.0
1499,B_goal_transfer,protomem,1.0,0.0
1500,C_dense_support,protomem,1.0,0.0
1501,C_dense_support,protomem,1.0,0.0
1502,C_dense_support,policy,1.0,0.0
1503,C_dense_support,protomem,1.0,0.0
1504,C_dense_support,protomem,1.0,0.0
1505,C_dense_support,policy,1.0,0.0
1506,C_dense_support,policy,1.0,0.0
1507,C_dense_support,goalinfer,1.0,0.0
1508,C_dense_support,protomem,1.0,0.0
1509,C_dense_support,policy,1.0,0.0
1510,C_dense_support,policy,1.0,0.0
1511,C_dense_support,policy,1.0,0.0
1512,C_dense_support,policy,1.0,0.0
1513,C_dense_support,goalinfer,1.0,0.0
1514,C_dense_support,protomem,1.0,0.0
1515,C_dense_support,policy,1.0,0.0
1516,C_dense_support,goalinfer,1.0,0.0
1517,C_dense_support,policy,1.0,0.0
1518,C_dense_support,protomem,1.0,0.0
1519,C_dense_support,protomem,1.0,0.0
1520,C_dense_support,protomem,1.0,0.0
1521,C_dense_support,policy,1.0,0.0
1522,C_dense_support,policy,1.0,0.0
1523,C_dense_support,protomem,1.0,0.0
1524,C_dense_support,protomem,1.0,0.0
1525,C_dense_support,policy,1.0,0.0
1526,C_dense_support,protomem,1.0,0.0
1527,C_dense_support,protomem,1.0,0.0
1528,C_dense_support,protomem,1.0,0.0
1529,C_dense_support,protomem,1.0,0.0
1530,C_dense_support,policy,1.0,0.0
1531,C_dense_support,policy,1.0,0.0
1532,C_dense_support,policy,1.0,0.0
1533,C_dense_support,protomem,1.0,0.0
1534,C_dense_support,protomem,1.0,0.0
1535,C_dense_support,protomem,1.0,0.0
1536,C_dense_support,goalinfer,1.0,0.0
1537,C_dense_support,protomem,1.0,0.0
1538,C_dense_support,protomem,1.0,0.0
1539,C_dense_support,protomem,1.0,0.0
1540,D_hidden_goal,policy,0.0,1.0
1541,D_hidden_goal,policy,0.0,1.0
1542,D_hidden_goal,policy,0.0,1.0
1543,D_hidden_goal,policy,0.0,1.0
1544,D_hidden_goal,policy,0.0,1.0
1545,D_hidden_goal,policy,0.0,1.0
1546,D_hidden_goal,policy,0.0,1.0
1547,D_hidden_goal,policy,0.0,1.0
1548,D_hidden_goal,policy,0.0,1.0
1549,D_hidden_goal,policy,0.0,1.0
1550,D_hidden_goal,policy,0.0,1.0
1551,D_hidden_goal,policy,0.0,1.0
1552,D_hidden_goal,policy,0.0,1.0
1553,D_hidden_goal,policy,0.0,1.0
1554,D_hidden_goal,goalinfer,1.0,0.0
1555,D_hidden_goal,policy,0.0,1.0
1556,D_hidden_goal,policy,0.0,1.0
1557,D_hidden_goal,policy,0.0,1.0
1558,D_hidden_goal,policy,0.0,1.0
1559,D_hidden_goal,policy,0.0,1.0
1560,D_hidden_goal,policy,0.0,1.0
1561,D_hidden_goal,policy,0.0,1.0
1562,D_hidden_goal,policy,0.0,1.0
1563,D_hidden_goal,policy,0.0,1.0
1564,D_hidden_goal,policy,0.0,1.0
1565,D_hidden_goal,policy,0.0,1.0
1566,D_hidden_goal,policy,0.0,1.0
1567,D_hidden_goal,policy,0.0,1.0
1568,D_hidden_goal,policy,0.0,1.0
1569,D_hidden_goal,policy,0.0,1.0
1570,D_hidden_goal,goalinfer,1.0,0.0
1571,D_hidden_goal,policy,0.0,1.0
1572,D_hidden_goal,policy,0.0,1.0
1573,D_hidden_goal,policy,0.0,1.0
1574,D_hidden_goal,policy,0.0,1.0
1575,D_hidden_goal,policy,0.0,1.0
1576,D_hidden_goal,policy,0.0,1.0
1577,D_hidden_goal,policy,0.0,1.0
1578,D_hidden_goal,policy,0.0,1.0
1579,D_hidden_goal,policy,0.0,1.0
1580,C_dense_support,protomem,1.0,0.0
1581,C_dense_support,policy,1.0,0.0
1582,C_dense_support,policy,1.0,0.0
1583,C_dense_support,protomem,1.0,0.0
1584,C_dense_support,protomem,1.0,0.0
1585,C_dense_support,policy,1.0,0.0
1586,C_dense_support,protomem,1.0,0.0
1587,C_dense_support,protomem,1.0,0.0
1588,C_dense_support,protomem,1.0,0.0
1589,C_dense_support,protomem,1.0,0.0
1590,C_dense_support,policy,1.0,0.0
1591,C_dense_support,policy,1.0,0.0
1592,C_dense_support,policy,1.0,0.0
1593,C_dense_support,paramcomp,1.0,0.0
1594,C_dense_support,paramcomp,1.0,0.0
1595,C_dense_support,protomem,1.0,0.0
1596,C_dense_support,goalinfer,1.0,0.0
1597,C_dense_support,protomem,1.0,0.0
1598,C_dense_support,protomem,1.0,0.0
1599,C_dense_support,protomem,1.0,0.0
1600,B_goal_transfer,protomem,1.0,0.0
1601,B_goal_transfer,protomem,1.0,0.0
1602,B_goal_transfer,protomem,1.0,0.0
1603,B_goal_transfer,protomem,1.0,0.0
1604,B_goal_transfer,protomem,1.0,0.0
1605,B_goal_transfer,protomem,1.0,0.0
1606,B_goal_transfer,protomem,1.0,0.0
1607,B_goal_transfer,policy,1.0,0.0
1608,B_goal_transfer,protomem,1.0,0.0
1609,B_goal_transfer,protomem,1.0,0.0
1610,B_goal_transfer,protomem,1.0,0.0
1611,B_goal_transfer,protomem,1.0,0.0
1612,B_goal_transfer,policy,1.0,0.0
1613,B_goal_transfer,policy,1.0,0.0
1614,B_goal_transfer,protomem,1.0,0.0
1615,B_goal_transfer,protomem,1.0,0.0
1616,B_goal_transfer,protomem,1.0,0.0
1617,B_goal_transfer,protomem,1.0,0.0
1618,B_goal_transfer,protomem,1.0,0.0
1619,B_goal_transfer,policy,1.0,0.0
1620,A_fixed_goal,protomem,1.0,0.0
1621,A_fixed_goal,goalinfer,1.0,0.0
1622,A_fixed_goal,policy,1.0,0.0
1623,A_fixed_goal,protomem,1.0,0.0
1624,A_fixed_goal,protomem,1.0,0.0
1625,A_fixed_goal,protomem,1.0,0.0
1626,A_fixed_goal,policy,1.0,0.0
1627,A_fixed_goal,policy,1.0,0.0
1628,A_fixed_goal,policy,1.0,0.0
1629,A_fixed_goal,policy,1.0,0.0
1630,A_fixed_goal,protomem,1.0,0.0
1631,A_fixed_goal,policy,1.0,0.0
1632,A_fixed_goal,protomem,1.0,0.0
1633,A_fixed_goal,policy,1.0,0.0
1634,A_fixed_goal,protomem,1.0,0.0
1635,A_fixed_goal,policy,1.0,0.0
1636,A_fixed_goal,paramcomp,1.0,0.0
1637,A_fixed_goal,policy,1.0,0.0
1638,A_fixed_goal,policy,1.0,0.0
1639,A_fixed_goal,policy,1.0,0.0
1640,D_hidden_goal,policy,0.0,1.0
1641,D_hidden_goal,policy,0.0,1.0
1642,D_hidden_goal,policy,0.0,1.0
1643,D_hidden_goal,policy,0.0,1.0
1644,D_hidden_goal,policy,0.0,1.0
1645,D_hidden_goal,policy,0.0,1.0
1646,D_hidden_goal,policy,0.0,1.0
1647,D_hidden_goal,policy,0.0,1.0
1648,D_hidden_goal,policy,0.0,1.0
1649,D_hidden_goal,policy,0.0,1.0
1650,D_hidden_goal,policy,0.0,1.0
1651,D_hidden_goal,policy,0.0,1.0
1652,D_hidden_goal,policy,0.0,1.0
1653,D_hidden_goal,policy,0.0,1.0
1654,D_hidden_goal,policy,0.0,1.0
1655,D_hidden_goal,policy,0.0,1.0
1656,D_hidden_goal,policy,0.0,1.0
1657,D_hidden_goal,policy,0.0,1.0
1658,D_hidden_goal,policy,0.0,1.0
1659,D_hidden_goal,policy,0.0,1.0
1660,A_fixed_goal,policy,1.0,0.0
1661,A_fixed_goal,policy,1.0,0.0
1662,A_fixed_goal,protomem,1.0,0.0
1663,A_fixed_goal,protomem,1.0,0.0
1664,A_fixed_goal,policy,1.0,0.0
1665,A_fixed_goal,protomem,1.0,0.0
1666,A_fixed_goal,goalinfer,1.0,0.0
1667,A_fixed_goal,protomem,1.0,0.0
1668,A_fixed_goal,policy,1.0,0.0
1669,A_fixed_goal,policy,1.0,0.0
1670,A_fixed_goal,protomem,1.0,0.0
1671,A_fixed_goal,policy,1.0,0.0
1672,A_fixed_goal,protomem,1.0,0.0
1673,A_fixed_goal,policy,1.0,0.0
1674,A_fixed_goal,protomem,1.0,0.0
1675,A_fixed_goal,policy,1.0,0.0
1676,A_fixed_goal,protomem,1.0,0.0
1677,A_fixed_goal,protomem,1.0,0.0
1678,A_fixed_goal,policy,1.0,0.0
1679,A_fixed_goal,policy,1.0,0.0
1680,D_hidden_goal,policy,0.0,1.0
1681,D_hidden_goal,policy,0.0,1.0
1682,D_hidden_goal,policy,1.0,0.0
1683,D_hidden_goal,policy,0.0,1.0
1684,D_hidden_goal,policy,0.0,1.0
1685,D_hidden_goal,policy,0.0,1.0
1686,D_hidden_goal,policy,0.0,1.0
1687,D_hidden_goal,policy,0.0,1.0
1688,D_hidden_goal,policy,0.0,1.0
1689,D_hidden_goal,policy,0.0,1.0
1690,D_hidden_goal,policy,0.0,1.0
1691,D_hidden_goal,policy,0.0,1.0
1692,D_hidden_goal,policy,0.0,1.0
1693,D_hidden_goal,policy,0.0,1.0
1694,D_hidden_goal,policy,0.0,1.0
1695,D_hidden_goal,policy,0.0,1.0
1696,D_hidden_goal,policy,0.0,1.0
1697,D_hidden_goal,policy,0.0,1.0
1698,D_hidden_goal,policy,0.0,1.0
1699,D_hidden_goal,policy,0.0,1.0
1700,B_goal_transfer,protomem,1.0,0.0
1701,B_goal_transfer,goalinfer,1.0,0.0
1702,B_goal_transfer,protomem,1.0,0.0
1703,B_goal_transfer,protomem,1.0,0.0
1704,B_goal_transfer,protomem,1.0,0.0
1705,B_goal_transfer,protomem,1.0,0.0
1706,B_goal_transfer,policy,1.0,0.0
1707,B_goal_transfer,policy,1.0,0.0
1708,B_goal_transfer,protomem,1.0,0.0
1709,B_goal_transfer,protomem,1.0,0.0
1710,B_goal_transfer,protomem,1.0,0.0
1711,B_goal_transfer,protomem,1.0,0.0
1712,B_goal_transfer,protomem,1.0,0.0
1713,B_goal_transfer,policy,1.0,0.0
1714,B_goal_transfer,policy,1.0,0.0
1715,B_goal_transfer,protomem,1.0,0.0
1716,B_goal_transfer,protomem,1.0,0.0
1717,B_goal_transfer,protomem,1.0,0.0
1718,B_goal_transfer,protomem,1.0,0.0
1719,B_goal_transfer,policy,1.0,0.0
1720,A_fixed_goal,protomem,1.0,0.0
1721,A_fixed_goal,policy,1.0,0.0
1722,A_fixed_goal,protomem,1.0,0.0
1723,A_fixed_goal,policy,1.0,0.0
1724,A_fixed_goal,policy,1.0,0.0
1725,A_fixed_goal,protomem,1.0,0.0
1726,A_fixed_goal,protomem,1.0,0.0
1727,A_fixed_goal,goalinfer,1.0,0.0
1728,A_fixed_goal,policy,1.0,0.0
1729,A_fixed_goal,protomem,1.0,0.0
1730,A_fixed_goal,policy,1.0,0.0
1731,A_fixed_goal,protomem,1.0,0.0
1732,A_fixed_goal,protomem,1.0,0.0
1733,A_fixed_goal,protomem,1.0,0.0
1734,A_fixed_goal,protomem,1.0,0.0
1735,A_fixed_goal,goalinfer,1.0,0.0
1736,A_fixed_goal,policy,1.0,0.0
1737,A_fixed_goal,protomem,1.0,0.0
1738,A_fixed_goal,goalinfer,1.0,0.0
1739,A_fixed_goal,protomem,1.0,0.0
1740,A_fixed_goal,goalinfer,1.0,0.0
1741,A_fixed_goal,policy,1.0,0.0
1742,A_fixed_goal,paramcomp,1.0,0.0
1743,A_fixed_goal,protomem,1.0,0.0
1744,A_fixed_goal,policy,1.0,0.0
1745,A_fixed_goal,goalinfer,1.0,0.0
1746,A_fixed_goal,policy,1.0,0.0
1747,A_fixed_goal,protomem,1.0,0.0
1748,A_fixed_goal,protomem,1.0,0.0
1749,A_fixed_goal,policy,1.0,0.0
1750,A_fixed_goal,protomem,1.0,0.0
1751,A_fixed_goal,protomem,1.0,0.0
1752,A_fixed_goal,policy,1.0,0.0
1753,A_fixed_goal,goalinfer,1.0,0.0
1754,A_fixed_goal,protomem,1.0,0.0
1755,A_fixed_goal,policy,1.0,0.0
1756,A_fixed_goal,protomem,1.0,0.0
1757,A_fixed_goal,policy,1.0,0.0
1758,A_fixed_goal,goalinfer,1.0,0.0
1759,A_fixed_goal,policy,1.0,0.0
1760,B_goal_transfer,protomem,1.0,0.0
1761,B_goal_transfer,goalinfer,1.0,0.0
1762,B_goal_transfer,protomem,1.0,0.0
1763,B_goal_transfer,protomem,1.0,0.0
1764,B_goal_transfer,protomem,1.0,0.0
1765,B_goal_transfer,protomem,1.0,0.0
1766,B_goal_transfer,protomem,1.0,0.0
1767,B_goal_transfer,policy,1.0,0.0
1768,B_goal_transfer,protomem,1.0,0.0
1769,B_goal_transfer,protomem,1.0,0.0
1770,B_goal_transfer,goalinfer,1.0,0.0
1771,B_goal_transfer,protomem,1.0,0.0
1772,B_goal_transfer,protomem,1.0,0.0
1773,B_goal_transfer,protomem,1.0,0.0
1774,B_goal_transfer,protomem,1.0,0.0
1775,B_goal_transfer,policy,1.0,0.0
1776,B_goal_transfer,policy,1.0,0.0
1777,B_goal_transfer,protomem,1.0,0.0
1778,B_goal_transfer,protomem,1.0,0.0
1779,B_goal_transfer,goalinfer,1.0,0.0
1780,C_dense_support,protomem,1.0,0.0
1781,C_dense_support,policy,1.0,0.0
1782,C_dense_support,policy,1.0,0.0
1783,C_dense_support,protomem,1.0,0.0
1784,C_dense_support,protomem,1.0,0.0
1785,C_dense_support,policy,1.0,0.0
1786,C_dense_support,protomem,1.0,0.0
1787,C_dense_support,protomem,1.0,0.0
1788,C_dense_support,protomem,1.0,0.0
1789,C_dense_support,protomem,1.0,0.0
1790,C_dense_support,policy,1.0,0.0
1791,C_dense_support,policy,1.0,0.0
1792,C_dense_support,policy,1.0,0.0
1793,C_dense_support,protomem,1.0,0.0
1794,C_dense_support,paramcomp,1.0,0.0
1795,C_dense_support,protomem,1.0,0.0
1796,C_dense_support,goalinfer,1.0,0.0
1797,C_dense_support,protomem,1.0,0.0
1798,C_dense_support,protomem,1.0,0.0
1799,C_dense_support,protomem,1.0,0.0
1800,B_goal_transfer,protomem,1.0,0.0
1801,B_goal_transfer,policy,1.0,0.0
1802,B_goal_transfer,policy,1.0,0.0
1803,B_goal_transfer,protomem,1.0,0.0
1804,B_goal_transfer,policy,1.0,0.0
1805,B_goal_transfer,policy,1.0,0.0
1806,B_goal_transfer,protomem,1.0,0.0
1807,B_goal_transfer,goalinfer,1.0,0.0
1808,B_goal_transfer,protomem,1.0,0.0
1809,B_goal_transfer,protomem,1.0,0.0
1810,B_goal_transfer,policy,1.0,0.0
1811,B_goal_transfer,policy,1.0,0.0
1812,B_goal_transfer,protomem,1.0,0.0
1813,B_goal_transfer,protomem,1.0,0.0
1814,B_goal_transfer,protomem,1.0,0.0
1815,B_goal_transfer,protomem,1.0,0.0
1816,B_goal_transfer,policy,1.0,0.0
1817,B_goal_transfer,policy,1.0,0.0
1818,B_goal_transfer,protomem,1.0,0.0
1819,B_goal_transfer,protomem,1.0,0.0
1820,A_fixed_goal,protomem,1.0,0.0
1821,A_fixed_goal,policy,1.0,0.0
1822,A_fixed_goal,protomem,1.0,0.0
1823,A_fixed_goal,policy,1.0,0.0
1824,A_fixed_goal,policy,1.0,0.0
1825,A_fixed_goal,protomem,1.0,0.0
1826,A_fixed_goal,protomem,1.0,0.0
1827,A_fixed_goal,goalinfer,1.0,0.0
1828,A_fixed_goal,policy,1.0,0.0
1829,A_fixed_goal,protomem,1.0,0.0
1830,A_fixed_goal,policy,1.0,0.0
1831,A_fixed_goal,protomem,1.0,0.0
1832,A_fixed_goal,protomem,1.0,0.0
1833,A_fixed_goal,protomem,1.0,0.0
1834,A_fixed_goal,protomem,1.0,0.0
1835,A_fixed_goal,goalinfer,1.0,0.0
1836,A_fixed_goal,policy,1.0,0.0
1837,A_fixed_goal,protomem,1.0,0.0
1838,A_fixed_goal,goalinfer,1.0,0.0
1839,A_fixed_goal,protomem,1.0,0.0
1840,C_dense_support,policy,1.0,0.0
1841,C_dense_support,policy,1.0,0.0
1842,C_dense_support,protomem,1.0,0.0
1843,C_dense_support,protomem,1.0,0.0
1844,C_dense_support,protomem,1.0,0.0
1845,C_dense_support,policy,1.0,0.0
1846,C_dense_support,protomem,1.0,0.0
1847,C_dense_support,policy,1.0,0.0
1848,C_dense_support,protomem,1.0,0.0
1849,C_dense_support,protomem,1.0,0.0
1850,C_dense_support,protomem,1.0,0.0
1851,C_dense_support,protomem,1.0,0.0
1852,C_dense_support,goalinfer,1.0,0.0
1853,C_dense_support,policy,1.0,0.0
1854,C_dense_support,protomem,1.0,0.0
1855,C_dense_support,protomem,1.0,0.0
1856,C_dense_support,protomem,1.0,0.0
1857,C_dense_support,goalinfer,1.0,0.0
